#F2D4CA,#EBC3BB,#E0AFA8,#D59F93,#C68D82,#B67C70,#A36A5F,#915B4F,#7B4A43,#653D35,#4E2F2A
#F1D5CA,#EBC3B9,#DDB2A1,#D1A091,#C38F7A,#B27E69,#A26D5B,#8E5D4E,#784D3D,#643E31,#4C3025
#F0D6C9,#E7C6B3,#DCB3A1,#CDA38B,#C09177,#AF8066,#9D6F55,#8A6145,#754F38,#61402D,#4B3124
#EDD8C7,#E4C8B2,#DAB59B,#CBA487,#BC9375,#AA8163,#9A7153,#876043,#755036,#5D412B,#483322
#EDD8C7,#E1C7B0,#D5B697,#C9A585,#B99573,#A78361,#95714F,#836241,#715233,#5C4229,#463420
#EAD7C6,#E0C8B0,#D2B897,#C3A581,#B59870,#A5855E,#91744C,#7E643F,#6D5533,#554125,#453420
